,round,team_rank,opponent_team_rank,team_pot,opp_pot,concede_pot,opp_concede_pot,prev_points,form_points,long_form,ict_form,total_points,Predicted,Prediction_Error,player_id,name
275,32,6,19,2.625,0.75,1.0625,2.25,6.0,5.0,3.8,9.866666666666662,7,4.7,2.3,16,Özil
295,32,6,19,2.625,0.75,1.0625,2.25,2.0,8.333333333333334,5.6,10.466666666666667,3,10.6,-7.6,18,Ramsey
327,32,3,17,2.3125,1.1875,1.5625,1.5625,1.0,1.0,3.0,3.233333333333332,1,1.6,-0.6000000000000001,19,Oxlade-Chamberlain
367,32,6,19,2.625,0.75,1.0625,2.25,3.0,2.333333333333333,1.8,2.766666666666667,2,3.0,-1.0,22,Elneny
400,32,6,19,2.625,0.75,1.0625,2.25,2.0,2.333333333333333,2.2,4.466666666666667,1,3.2,-2.2,23,Xhaka
420,32,6,19,2.625,0.75,1.0625,2.25,1.0,1.6666666666666667,1.6,3.1000000000000014,3,2.9,0.10000000000000009,24,Wilshere
715,32,10,11,1.0,1.5,1.5625,1.75,1.0,1.0,1.0,0.6666666666666675,1,1.4,-0.3999999999999999,40,Pugh
735,32,10,11,1.0,1.5,1.5625,1.75,1.0,1.3333333333333333,2.2,0.8666666666666664,1,1.8,-0.8,41,Surman
756,32,10,11,1.0,1.5,1.5625,1.75,10.0,6.0,4.4,10.333333333333336,1,3.6,-2.6,42,Stanislas
778,32,10,11,1.0,1.5,1.5625,1.75,2.0,1.6666666666666667,3.0,4.16666666666667,2,1.5,0.5,43,Gosling
808,32,10,11,1.0,1.5,1.5625,1.75,10.0,4.333333333333333,3.8,6.066666666666664,2,1.8,0.19999999999999996,45,Ibe
833,32,10,11,1.0,1.5,1.5625,1.75,2.0,2.0,2.6,2.9000000000000004,2,2.1,-0.10000000000000009,46,Cook
855,32,10,11,1.0,1.5,1.5625,1.75,2.0,3.0,2.8,6.433333333333333,2,3.1,-1.1,47,Fraser
1183,32,13,8,1.3125,1.625,1.4375,1.625,2.0,1.3333333333333333,1.2,0.8666666666666666,1,1.4,-0.3999999999999999,64,Kayal
1214,32,13,8,1.3125,1.625,1.4375,1.625,1.0,1.0,1.2,0.8333333333333313,1,1.3,-0.30000000000000004,66,March
1251,32,13,8,1.3125,1.625,1.4375,1.625,2.0,3.333333333333333,3.4,8.066666666666674,2,3.3,-1.2999999999999998,70,Groß
1527,32,7,20,1.0625,1.0625,0.9375,1.625,3.0,1.6666666666666667,2.2,1.0666666666666669,1,1.8,-0.8,86,Hendrick
1556,32,7,20,1.0625,1.0625,0.9375,1.625,2.0,1.6666666666666667,1.8,1.7666666666666675,2,2.1,-0.10000000000000009,88,Westwood
1592,32,7,20,1.0625,1.0625,0.9375,1.625,3.0,2.0,2.0,2.2666666666666684,1,2.1,-1.1,90,Cork
1910,32,5,4,1.6875,1.9375,0.875,1.0625,3.0,2.333333333333333,5.8,7.866666666666664,2,1.3,0.7,104,Hazard
1939,32,5,4,1.6875,1.9375,0.875,1.0625,3.0,2.333333333333333,2.2,4.966666666666668,2,1.8,0.19999999999999996,105,Fàbregas
1971,32,5,4,1.6875,1.9375,0.875,1.0625,10.0,4.666666666666667,4.8,7.599999999999999,2,1.9,0.10000000000000009,106,Borges Da Silva
2004,32,2,15,2.1875,0.625,0.4375,1.5625,2.0,4.666666666666667,3.4,5.866666666666667,3,5.8,-2.8,107,Matic
2024,32,17,3,1.1875,2.3125,1.5625,1.5625,1.0,1.3333333333333333,3.4,1.8000000000000027,1,1.3,-0.30000000000000004,108,Loftus-Cheek
2059,32,12,16,1.0,0.625,0.9375,1.9375,16.0,8.0,6.0,7.400000000000001,6,4.5,1.5,110,Nunes do Nascimento
2088,32,5,4,1.6875,1.9375,0.875,1.0625,7.0,3.333333333333333,3.0,4.833333333333335,2,1.6,0.3999999999999999,111,Kanté
2293,32,17,3,1.1875,2.3125,1.5625,1.5625,3.0,4.0,3.2,5.3666666666666645,5,3.8,1.2000000000000002,126,Zaha
2322,32,17,3,1.1875,2.3125,1.5625,1.5625,3.0,2.0,2.0,2.9666666666666672,1,1.4,-0.3999999999999999,127,McArthur
2354,32,17,3,1.1875,2.3125,1.5625,1.5625,2.0,2.0,1.8,3.366666666666665,2,1.7,0.30000000000000004,129,Cabaye
2402,32,17,3,1.1875,2.3125,1.5625,1.5625,6.0,3.333333333333333,3.8,5.56666666666667,2,1.7,0.30000000000000004,131,Townsend
2434,32,17,3,1.1875,2.3125,1.5625,1.5625,10.0,7.0,5.0,6.133333333333336,9,5.0,4.0,132,Milivojevic
2640,32,9,1,1.625,2.3125,1.3125,0.6875,2.0,5.0,3.4,5.666666666666668,7,5.4,1.5999999999999996,147,Bolasie
2701,32,7,20,1.0625,1.0625,0.9375,1.625,5.0,4.0,3.4,7.1999999999999975,5,3.5,1.5,153,Lennon
2727,32,9,1,1.625,2.3125,1.3125,0.6875,1.0,1.3333333333333333,1.4,0.6333333333333324,2,1.4,0.6000000000000001,154,Schneiderlin
2786,32,9,1,1.625,2.3125,1.3125,0.6875,1.0,1.6666666666666667,1.6,0.8666666666666668,1,1.8,-0.8,156,Davies
3045,32,16,12,0.625,1.0,1.9375,0.9375,1.0,1.6666666666666667,2.6,4.633333333333332,1,1.7,-0.7,172,Mooy
3075,32,16,12,0.625,1.0,1.9375,0.9375,1.0,2.0,3.6,3.5000000000000004,2,2.2,-0.20000000000000018,173,van La Parra
3101,32,16,12,0.625,1.0,1.9375,0.9375,1.0,1.6666666666666667,1.6,4.266666666666667,1,1.8,-0.8,174,Hogg
3144,32,16,12,0.625,1.0,1.9375,0.9375,1.0,2.6666666666666665,2.6,2.466666666666665,1,3.2,-2.2,181,Kachunga
3485,32,8,13,1.625,1.3125,1.625,1.4375,11.0,8.0,5.4,10.599999999999996,3,6.0,-3.0,199,Mahrez
3518,32,8,13,1.625,1.3125,1.625,1.4375,4.0,3.0,3.2,6.499999999999999,3,2.5,0.5,200,Albrighton
3534,32,15,2,0.625,2.1875,1.5625,0.4375,3.0,4.0,2.8,3.866666666666666,2,3.6,-1.6,201,King
3576,32,8,13,1.625,1.3125,1.625,1.4375,2.0,2.6666666666666665,2.2,3.9666666666666655,4,3.1,0.8999999999999999,203,Gray
3617,32,8,13,1.625,1.3125,1.625,1.4375,1.0,1.0,1.2,3.933333333333333,0,1.3,-1.3,206,Ndidi
3633,32,8,13,1.625,1.3125,1.625,1.4375,10.0,6.666666666666668,4.8,7.099999999999998,9,5.0,4.0,208,Iborra
3935,32,3,17,2.3125,1.1875,1.5625,1.5625,3.0,2.6666666666666665,2.8,3.3666666666666685,2,3.1,-1.1,225,Henderson
3988,32,3,17,2.3125,1.1875,1.5625,1.5625,1.0,1.0,1.0,0.6333333333333329,1,1.9,-0.8999999999999999,228,Lallana
4012,32,3,17,2.3125,1.1875,1.5625,1.5625,9.0,7.333333333333332,7.4,10.066666666666668,6,6.2,-0.20000000000000018,230,Mané
4044,32,3,17,2.3125,1.1875,1.5625,1.5625,3.0,2.0,2.0,1.2333333333333345,2,2.4,-0.3999999999999999,232,Wijnaldum
4077,32,3,17,2.3125,1.1875,1.5625,1.5625,29.0,12.666666666666664,11.2,16.200000000000006,7,5.0,2.0,234,Salah
4291,32,1,9,2.3125,1.625,0.6875,1.3125,6.0,7.0,6.8,11.46666666666667,7,6.4,0.5999999999999996,247,Sterling
4318,32,1,9,2.3125,1.625,0.6875,1.3125,16.0,12.0,8.8,16.066666666666666,11,8.8,2.1999999999999993,248,Silva
4356,32,1,9,2.3125,1.625,0.6875,1.3125,3.0,2.333333333333333,3.8,4.499999999999999,2,2.1,-0.10000000000000009,250,Luiz Rosa
4388,32,1,9,2.3125,1.625,0.6875,1.3125,3.0,3.6666666666666665,5.4,9.633333333333336,5,3.3,1.7000000000000002,252,De Bruyne
4413,32,1,9,2.3125,1.625,0.6875,1.3125,1.0,1.3333333333333333,1.6,1.4666666666666677,1,1.9,-0.8999999999999999,253,Gündogan
4441,32,1,9,2.3125,1.625,0.6875,1.3125,3.0,4.666666666666667,6.4,10.93333333333333,8,4.5,3.5,255,Sané
4472,32,1,9,2.3125,1.625,0.6875,1.3125,1.0,4.333333333333333,4.6,3.433333333333333,1,5.6,-4.6,256,Veiga de Carvalho e Silva
4744,32,2,15,2.1875,0.625,0.4375,1.5625,2.0,2.0,2.4,4.800000000000002,3,2.4,0.6000000000000001,274,Mata
4783,32,2,15,2.1875,0.625,0.4375,1.5625,3.0,2.333333333333333,2.2,2.5333333333333328,3,2.7,0.2999999999999998,277,Young
4805,32,2,15,2.1875,0.625,0.4375,1.5625,1.0,1.0,1.4,0.1999999999999987,1,1.9,-0.8999999999999999,278,Herrera
4834,32,2,15,2.1875,0.625,0.4375,1.5625,1.0,3.0,3.4,3.699999999999999,6,4.2,1.7999999999999998,279,Lingard
4885,32,6,19,2.625,0.75,1.0625,2.25,13.0,5.333333333333333,4.0,8.799999999999997,1,2.6,-1.6,281,Mkhitaryan
4905,32,2,15,2.1875,0.625,0.4375,1.5625,5.0,3.333333333333333,2.6,6.3000000000000025,3,2.9,0.10000000000000009,282,Pogba
4916,32,2,15,2.1875,0.625,0.4375,1.5625,2.0,1.0,1.2,0.6999999999999998,1,1.5,-0.5,283,McTominay
5146,32,12,16,1.0,0.625,0.9375,1.9375,8.0,4.0,5.0,5.366666666666667,3,2.4,0.6000000000000001,295,Ritchie
5171,32,12,16,1.0,0.625,0.9375,1.9375,11.0,5.333333333333333,4.2,5.899999999999998,3,3.1,-0.10000000000000009,296,Shelvey
5197,32,12,16,1.0,0.625,0.9375,1.9375,3.0,2.6666666666666665,2.6,3.1333333333333333,3,2.9,0.10000000000000009,298,Diamé
5226,32,12,16,1.0,0.625,0.9375,1.9375,1.0,1.3333333333333333,1.2,2.133333333333334,1,2.0,-1.0,300,Atsu
5533,32,18,14,0.8666666666666667,1.2666666666666666,1.7333333333333334,1.3333333333333333,1.0,1.6666666666666667,1.8,2.5999999999999988,1,2.1,-1.1,318,Tadic
5580,32,18,14,0.8666666666666667,1.2666666666666666,1.7333333333333334,1.3333333333333333,2.0,2.0,1.8,3.1333333333333333,2,2.1,-0.10000000000000009,321,Højbjerg
5608,32,18,14,0.8666666666666667,1.2666666666666666,1.7333333333333334,1.3333333333333333,1.0,1.0,1.8,1.9333333333333325,1,1.2,-0.19999999999999996,322,Boufal
5640,32,18,14,0.8666666666666667,1.2666666666666666,1.7333333333333334,1.3333333333333333,2.0,2.333333333333333,2.0,5.2,2,2.3,-0.2999999999999998,324,Redmond
5864,32,19,6,0.75,2.625,2.25,1.0625,7.0,3.0,3.2,4.199999999999998,1,0.9,0.09999999999999998,337,Allen
5900,32,14,18,1.2666666666666666,0.8666666666666667,1.3333333333333333,1.7333333333333334,2.0,6.333333333333332,5.8,7.900000000000001,16,7.6,8.4,340,Arnautovic
5937,32,19,6,0.75,2.625,2.25,1.0625,2.0,2.0,3.6,3.033333333333335,2,1.5,0.5,342,Shaqiri
5959,32,19,6,0.75,2.625,2.25,1.0625,2.0,1.6666666666666667,1.4,2.1333333333333333,2,1.3,0.7,345,Sobhi
6274,32,15,2,0.625,2.1875,1.5625,0.4375,1.0,1.0,1.2,0.7999999999999999,1,0.7,0.30000000000000004,360,Routledge
6299,32,15,2,0.625,2.1875,1.5625,0.4375,3.0,5.666666666666668,6.0,3.6333333333333337,1,5.7,-4.7,363,Ki
6340,32,15,2,0.625,2.1875,1.5625,0.4375,1.0,1.0,1.6,0.6999999999999993,1,0.7,0.30000000000000004,366,Dyer
6372,32,15,2,0.625,2.1875,1.5625,0.4375,1.0,1.0,1.6,1.299999999999997,1,0.6,0.4,367,Carroll
6684,32,4,5,1.9375,1.6875,1.0625,0.875,3.0,4.333333333333333,3.4,4.2,7,4.6,2.4000000000000004,384,Dier
6710,32,4,5,1.9375,1.6875,1.0625,0.875,2.0,2.333333333333333,2.4,2.400000000000001,2,2.5,-0.5,385,Dembélé
6729,32,4,5,1.9375,1.6875,1.0625,0.875,1.0,1.3333333333333333,1.4,3.7,2,1.4,0.6000000000000001,386,Lamela
6760,32,4,5,1.9375,1.6875,1.0625,0.875,5.0,5.666666666666668,5.2,9.966666666666667,9,5.0,4.0,387,Eriksen
6791,32,4,5,1.9375,1.6875,1.0625,0.875,11.0,10.333333333333334,7.4,11.033333333333333,15,8.7,6.300000000000001,388,Alli
6804,32,4,5,1.9375,1.6875,1.0625,0.875,2.0,2.0,2.8,1.9,1,2.0,-1.0,389,Wanyama
6834,32,4,5,1.9375,1.6875,1.0625,0.875,15.0,12.0,8.0,15.399999999999995,5,9.0,-4.0,390,Son
6858,32,7,20,1.0625,1.0625,0.9375,1.625,1.0,1.6666666666666667,1.4,1.0666666666666664,3,2.6,0.3999999999999999,392,Nkoudou
6885,32,4,5,1.9375,1.6875,1.0625,0.875,1.0,1.0,1.0,0.5333333333333337,1,1.3,-0.30000000000000004,393,Sissoko
7135,32,11,10,1.5,1.0,1.75,1.5625,2.0,2.0,2.0,1.9666666666666668,2,2.3,-0.2999999999999998,409,Capoue
7171,32,11,10,1.5,1.0,1.75,1.5625,2.0,1.6666666666666667,2.2,3.5666666666666687,1,1.7,-0.7,414,Doucouré
7200,32,11,10,1.5,1.0,1.75,1.5625,2.0,4.0,3.2,4.933333333333332,8,4.7,3.3,415,Pereyra
7211,32,11,10,1.5,1.0,1.75,1.5625,1.0,3.0,2.8,3.9333333333333336,7,3.8,3.2,416,Hughes
7398,32,20,7,1.0625,1.0625,1.625,0.9375,1.0,1.3333333333333333,1.4,2.7333333333333325,2,1.4,0.6000000000000001,426,Livermore
7422,32,20,7,1.0625,1.0625,1.625,0.9375,2.0,1.3333333333333333,1.6,1.166666666666667,1,1.2,-0.19999999999999996,429,Yacob
7474,32,20,7,1.0625,1.0625,1.625,0.9375,1.0,1.3333333333333333,1.6,2.9333333333333336,1,1.4,-0.3999999999999999,432,Phillips
7506,32,20,7,1.0625,1.0625,1.625,0.9375,2.0,2.0,2.6,2.466666666666666,2,1.9,0.10000000000000009,434,Brunt
7773,32,15,2,0.625,2.1875,1.5625,0.4375,2.0,4.333333333333333,2.8,4.066666666666666,2,4.4,-2.4000000000000004,449,Ayew
7796,32,14,18,1.2666666666666666,0.8666666666666667,1.3333333333333333,1.7333333333333334,2.0,2.0,2.2,2.7333333333333343,3,2.4,0.6000000000000001,450,Noble
7822,32,14,18,1.2666666666666666,0.8666666666666667,1.3333333333333333,1.7333333333333334,2.0,3.0,3.2,3.399999999999997,6,3.7,2.3,451,Kouyaté
7883,32,14,18,1.2666666666666666,0.8666666666666667,1.3333333333333333,1.7333333333333334,2.0,3.0,4.2,6.333333333333336,1,3.3,-2.3,454,Antonio
7891,32,14,18,1.2666666666666666,0.8666666666666667,1.3333333333333333,1.7333333333333334,2.0,2.0,1.8,2.1333333333333333,3,2.5,0.5,456,Fernandes
8362,32,13,8,1.3125,1.625,1.4375,1.625,2.0,2.0,2.0,2.900000000000001,2,2.1,-0.10000000000000009,490,Pröpper
8424,32,12,16,1.0,0.625,0.9375,1.9375,1.0,1.0,1.0,0.5999999999999989,1,1.7,-0.7,496,Hayden
8484,32,18,14,0.8666666666666667,1.2666666666666666,1.7333333333333334,1.3333333333333333,1.0,1.6666666666666667,2.0,1.166666666666667,1,2.2,-1.2000000000000002,500,Lemina
8516,32,11,10,1.5,1.0,1.75,1.5625,2.0,1.6666666666666667,1.4,3.7,1,1.7,-0.7,501,de Andrade
8606,32,13,8,1.3125,1.625,1.4375,1.625,2.0,2.0,3.8,5.066666666666666,2,1.7,0.30000000000000004,517,Izquierdo Mena
8652,32,15,2,0.625,2.1875,1.5625,0.4375,3.0,2.0,2.2,1.9666666666666683,1,1.1,-0.10000000000000009,519,Clucas
8722,32,20,7,1.0625,1.0625,1.625,0.9375,5.0,2.333333333333333,1.8,2.1666666666666665,1,1.3,-0.30000000000000004,524,Burke
8969,32,9,1,1.625,2.3125,1.3125,0.6875,1.0,1.0,1.0,0.2,1,1.0,0.0,563,Baningime
8981,32,17,3,1.1875,2.3125,1.5625,1.5625,2.0,2.0,2.0,3.9333333333333336,2,1.7,0.30000000000000004,579,Wan-Bissaka
8984,32,5,4,1.6875,1.9375,0.875,1.0625,1.0,0.0,0.0,0.0,1,-0.0,1.0,583,Hudson-Odoi
9019,32,16,12,0.625,1.0,1.9375,0.9375,2.0,2.333333333333333,2.8,4.433333333333334,2,2.2,-0.20000000000000018,593,Pritchard
9032,32,14,18,1.2666666666666666,0.8666666666666667,1.3333333333333333,1.7333333333333334,0.0,0.0,0.0,0.0,1,0.9,0.09999999999999998,597,Cullen
9066,32,14,18,1.2666666666666666,0.8666666666666667,1.3333333333333333,1.7333333333333334,2.0,4.666666666666667,4.4,5.466666666666668,10,5.7,4.3,608,Naval Costa Eduardo
9098,32,19,6,0.75,2.625,2.25,1.0625,2.0,2.0,2.2,2.7000000000000006,2,1.6,0.3999999999999999,619,Ndiaye
231,32,2,1,1.75,3.3125,1.125,0.8125,14.0,8.666666666666666,6.6,8.366666666666674,10,5.3,4.7,14,Sánchez
